{'area_index': '31-3', 'min_lat': 22.53505045852358, 'min_lng': 114.08388778919138, 'max_lat': 22.54403361136477, 'max_lng': 114.09361355003608, 'carNum': 188}
{'area_index': '14-1', 'min_lat': 22.517084152841193, 'min_lng': 113.91858209834449, 'max_lat': 22.526067305682385, 'max_lng': 113.92830659439153, 'carNum': 14}
{'area_index': '18-5', 'min_lat': 22.55301676420597, 'min_lng': 113.95747755501434, 'max_lat': 22.561999917047167, 'max_lng': 113.9672045819161, 'carNum': 14}
{'area_index': '5-12', 'min_lat': 22.615898834094352, 'min_lng': 113.8310673208373, 'max_lat': 22.62488198693555, 'max_lng': 113.8407987890833, 'carNum': 13}
{'area_index': '12-4', 'min_lat': 22.54403361136477, 'min_lng': 113.89913437000955, 'max_lat': 22.55301676420597, 'max_lng': 113.90886076369729, 'carNum': 13}
{'area_index': '34-6', 'min_lat': 22.561999917047167, 'min_lng': 114.11305938169377, 'max_lat': 22.570983069888364, 'max_lng': 114.12278704210556, 'carNum': 13}
{'area_index': '27-8', 'min_lat': 22.579966222729563, 'min_lng': 114.04499233252153, 'max_lat': 22.58894937557076, 'max_lng': 114.05472126091594, 'carNum': 13}
{'area_index': '35-8', 'min_lat': 22.579966222729563, 'min_lng': 114.12278324586124, 'max_lat': 22.58894937557076, 'max_lng': 114.13251217425567, 'carNum': 12}
{'area_index': '18-21', 'min_lat': 22.696747209665126, 'min_lng': 113.95747755501434, 'max_lat': 22.705730362506326, 'max_lng': 113.96721475681119, 'carNum': 11}
{'area_index': '21-20', 'min_lat': 22.68776405682393, 'min_lng': 113.98664914751674, 'max_lat': 22.696747209665126, 'max_lng': 113.99638571095925, 'carNum': 11}
{'area_index': '23-3', 'min_lat': 22.53505045852358, 'min_lng': 114.00609687585165, 'max_lat': 22.54403361136477, 'max_lng': 114.01582263669638, 'carNum': 11}
{'area_index': '24-16', 'min_lat': 22.65183144545914, 'min_lng': 114.01582074001912, 'max_lat': 22.660814598300338, 'max_lng': 114.02555475329495, 'carNum': 11}
{'area_index': '26-2', 'min_lat': 22.526067305682385, 'min_lng': 114.03526846835405, 'max_lat': 22.53505045852358, 'max_lng': 114.04499359665184, 'carNum': 11}
{'area_index': '13-0', 'min_lat': 22.508101, 'min_lng': 113.90885823417702, 'max_lat': 22.517084152841193, 'max_lng': 113.91858209834449, 'carNum': 10}
{'area_index': '15-2', 'min_lat': 22.526067305682385, 'min_lng': 113.92830596251194, 'max_lat': 22.53505045852358, 'max_lng': 113.93803109080974, 'carNum': 10}
{'area_index': '28-11', 'min_lat': 22.606915681253152, 'min_lng': 114.05471619668899, 'max_lat': 22.615898834094352, 'max_lng': 114.06444702950051, 'carNum': 10}
{'area_index': '46-23', 'min_lat': 22.714713515347523, 'min_lng': 114.22974575170333, 'max_lat': 22.72369666818872, 'max_lng': 114.2394842311687, 'carNum': 11}
{'area_index': '22-17', 'min_lat': 22.660814598300338, 'min_lng': 113.9963730116842, 'max_lat': 22.669797751141534, 'max_lng': 114.00610766202145, 'carNum': 10}
{'area_index': '9-6', 'min_lat': 22.561999917047167, 'min_lng': 113.86996277750715, 'max_lat': 22.570983069888364, 'max_lng': 113.87969043791894, 'carNum': 9}
{'area_index': '15-3', 'min_lat': 22.53505045852358, 'min_lng': 113.92830596251194, 'max_lat': 22.54403361136477, 'max_lng': 113.93803172335664, 'carNum': 9}
{'area_index': '19-4', 'min_lat': 22.54403361136477, 'min_lng': 113.96720141918179, 'max_lat': 22.55301676420597, 'max_lng': 113.97692781286955, 'carNum': 9}
{'area_index': '14-7', 'min_lat': 22.570983069888364, 'min_lng': 113.91858209834449, 'max_lat': 22.579966222729563, 'max_lng': 113.92831039259964, 'carNum': 8}
{'area_index': '17-1', 'min_lat': 22.517084152841193, 'min_lng': 113.94775369084687, 'max_lat': 22.526067305682385, 'max_lng': 113.95747818689391, 'carNum': 8}
{'area_index': '3-11', 'min_lat': 22.606915681253152, 'min_lng': 113.81161959250238, 'max_lat': 22.615898834094352, 'max_lng': 113.82135042531391, 'carNum': 7}
{'area_index': '5-11', 'min_lat': 22.606915681253152, 'min_lng': 113.8310673208373, 'max_lat': 22.615898834094352, 'max_lng': 113.84079815364883, 'carNum': 7}
{'area_index': '14-5', 'min_lat': 22.55301676420597, 'min_lng': 113.91858209834449, 'max_lat': 22.561999917047167, 'max_lng': 113.92830912524626, 'carNum': 7}
{'area_index': '37-8', 'min_lat': 22.579966222729563, 'min_lng': 114.14223097419617, 'max_lat': 22.58894937557076, 'max_lng': 114.15195990259059, 'carNum': 7}
{'area_index': '18-1', 'min_lat': 22.517084152841193, 'min_lng': 113.95747755501434, 'max_lat': 22.526067305682385, 'max_lng': 113.96720205106138, 'carNum': 7}
{'area_index': '18-22', 'min_lat': 22.705730362506326, 'min_lng': 113.95747755501434, 'max_lat': 22.714713515347523, 'max_lng': 113.96721539546054, 'carNum': 7}
{'area_index': '46-22', 'min_lat': 22.705730362506326, 'min_lng': 114.22974575170333, 'max_lat': 22.714713515347523, 'max_lng': 114.23948359214954, 'carNum': 8}
{'area_index': '23-16', 'min_lat': 22.65183144545914, 'min_lng': 114.00609687585165, 'max_lat': 22.660814598300338, 'max_lng': 114.0158308891275, 'carNum': 7}
{'area_index': '2-12', 'min_lat': 22.615898834094352, 'min_lng': 113.80189572833493, 'max_lat': 22.62488198693555, 'max_lng': 113.81162719658089, 'carNum': 6}
{'area_index': '10-25', 'min_lat': 22.73267982102992, 'min_lng': 113.87968664167462, 'max_lat': 22.741662973871115, 'max_lng': 113.88942640010025, 'carNum': 6}
{'area_index': '12-3', 'min_lat': 22.53505045852358, 'min_lng': 113.89913437000955, 'max_lat': 22.54403361136477, 'max_lng': 113.90886013085426, 'carNum': 6}
{'area_index': '15-1', 'min_lat': 22.517084152841193, 'min_lng': 113.92830596251194, 'max_lat': 22.526067305682385, 'max_lng': 113.93803045855898, 'carNum': 6}
{'area_index': '28-6', 'min_lat': 22.561999917047167, 'min_lng': 114.05471619668899, 'max_lat': 22.570983069888364, 'max_lng': 114.06444385710077, 'carNum': 6}
{'area_index': '26-21', 'min_lat': 22.696747209665126, 'min_lng': 114.03526846835405, 'max_lat': 22.705730362506326, 'max_lng': 114.04500567015091, 'carNum': 6}
{'area_index': '43-19', 'min_lat': 22.678780903982734, 'min_lng': 114.20057415920095, 'max_lat': 22.68776405682393, 'max_lng': 114.2103100846216, 'carNum': 8}
{'area_index': '26-6', 'min_lat': 22.561999917047167, 'min_lng': 114.03526846835405, 'max_lat': 22.570983069888364, 'max_lng': 114.04499612876582, 'carNum': 6}
{'area_index': '21-4', 'min_lat': 22.54403361136477, 'min_lng': 113.98664914751674, 'max_lat': 22.55301676420597, 'max_lng': 113.99637554120449, 'carNum': 6}
{'area_index': '41-14', 'min_lat': 22.633865139776745, 'min_lng': 114.18112643086603, 'max_lat': 22.642848292617945, 'max_lng': 114.19085917097989, 'carNum': 13}
{'area_index': '0-33', 'min_lat': 22.804545043759497, 'min_lng': 113.782448, 'max_lat': 22.813528196600693, 'max_lng': 113.79219288721184, 'carNum': 5}
{'area_index': '45-21', 'min_lat': 22.696747209665126, 'min_lng': 114.22002188753588, 'max_lat': 22.705730362506326, 'max_lng': 114.22975908933273, 'carNum': 5}
{'area_index': '43-15', 'min_lat': 22.642848292617945, 'min_lng': 114.20057415920095, 'max_lat': 22.65183144545914, 'max_lng': 114.21030753574811, 'carNum': 8}
{'area_index': '44-16', 'min_lat': 22.65183144545914, 'min_lng': 114.21029802336841, 'max_lat': 22.660814598300338, 'max_lng': 114.22003203664426, 'carNum': 5}
{'area_index': '10-23', 'min_lat': 22.714713515347523, 'min_lng': 113.87968664167462, 'max_lat': 22.72369666818872, 'max_lng': 113.88942512113996, 'carNum': 5}
{'area_index': '33-6', 'min_lat': 22.561999917047167, 'min_lng': 114.1033355175263, 'max_lat': 22.570983069888364, 'max_lng': 114.11306317793807, 'carNum': 5}
{'area_index': '38-12', 'min_lat': 22.615898834094352, 'min_lng': 114.15195483836362, 'max_lat': 22.62488198693555, 'max_lng': 114.1616863066096, 'carNum': 13}
{'area_index': '28-7', 'min_lat': 22.570983069888364, 'min_lng': 114.05471619668899, 'max_lat': 22.579966222729563, 'max_lng': 114.06444449094415, 'carNum': 5}
{'area_index': '25-22', 'min_lat': 22.705730362506326, 'min_lng': 114.02554460418658, 'max_lat': 22.714713515347523, 'max_lng': 114.03528244463278, 'carNum': 5}
{'area_index': '21-1', 'min_lat': 22.517084152841193, 'min_lng': 113.98664914751674, 'max_lat': 22.526067305682385, 'max_lng': 113.99637364356379, 'carNum': 5}
{'area_index': '40-6', 'min_lat': 22.561999917047167, 'min_lng': 114.17140256669855, 'max_lat': 22.570983069888364, 'max_lng': 114.18113022711033, 'carNum': 19}
{'area_index': '16-1', 'min_lat': 22.517084152841193, 'min_lng': 113.93802982667941, 'max_lat': 22.526067305682385, 'max_lng': 113.94775432272645, 'carNum': 5}
{'area_index': '14-4', 'min_lat': 22.54403361136477, 'min_lng': 113.91858209834449, 'max_lat': 22.55301676420597, 'max_lng': 113.92830849203223, 'carNum': 5}
{'area_index': '46-21', 'min_lat': 22.696747209665126, 'min_lng': 114.22974575170333, 'max_lat': 22.705730362506326, 'max_lng': 114.23948295350019, 'carNum': 4}
{'area_index': '47-22', 'min_lat': 22.705730362506326, 'min_lng': 114.2394696158708, 'max_lat': 22.714713515347523, 'max_lng': 114.24920745631702, 'carNum': 4}
{'area_index': '42-20', 'min_lat': 22.68776405682393, 'min_lng': 114.1908502950335, 'max_lat': 22.696747209665126, 'max_lng': 114.200586858476, 'carNum': 5}
{'area_index': '42-21', 'min_lat': 22.696747209665126, 'min_lng': 114.1908502950335, 'max_lat': 22.705730362506326, 'max_lng': 114.20058749683037, 'carNum': 4}
{'area_index': '39-6', 'min_lat': 22.561999917047167, 'min_lng': 114.16167870253109, 'max_lat': 22.570983069888364, 'max_lng': 114.17140636294286, 'carNum': 4}
{'area_index': '39-5', 'min_lat': 22.55301676420597, 'min_lng': 114.16167870253109, 'max_lat': 22.561999917047167, 'max_lng': 114.17140572943286, 'carNum': 32}
{'area_index': '38-9', 'min_lat': 22.58894937557076, 'min_lng': 114.15195483836362, 'max_lat': 22.597932528411956, 'max_lng': 114.16168440126802, 'carNum': 6}
{'area_index': '4-11', 'min_lat': 22.606915681253152, 'min_lng': 113.82134345666985, 'max_lat': 22.615898834094352, 'max_lng': 113.83107428948135, 'carNum': 4}
{'area_index': '40-14', 'min_lat': 22.633865139776745, 'min_lng': 114.17140256669855, 'max_lat': 22.642848292617945, 'max_lng': 114.18113530681244, 'carNum': 5}
{'area_index': '36-11', 'min_lat': 22.606915681253152, 'min_lng': 114.1325071100287, 'max_lat': 22.615898834094352, 'max_lng': 114.1422379428402, 'carNum': 4}
{'area_index': '38-5', 'min_lat': 22.55301676420597, 'min_lng': 114.15195483836362, 'max_lat': 22.561999917047167, 'max_lng': 114.16168186526538, 'carNum': 5}
{'area_index': '40-5', 'min_lat': 22.55301676420597, 'min_lng': 114.17140256669855, 'max_lat': 22.561999917047167, 'max_lng': 114.18112959360032, 'carNum': 34}
{'area_index': '33-2', 'min_lat': 22.526067305682385, 'min_lng': 114.1033355175263, 'max_lat': 22.53505045852358, 'max_lng': 114.11306064582409, 'carNum': 4}
{'area_index': '37-12', 'min_lat': 22.615898834094352, 'min_lng': 114.14223097419617, 'max_lat': 22.62488198693555, 'max_lng': 114.15196244244214, 'carNum': 5}
{'area_index': '36-12', 'min_lat': 22.615898834094352, 'min_lng': 114.1325071100287, 'max_lat': 22.62488198693555, 'max_lng': 114.14223857827467, 'carNum': 13}
{'area_index': '27-0', 'min_lat': 22.508101, 'min_lng': 114.04499233252153, 'max_lat': 22.517084152841193, 'max_lng': 114.05471619668899, 'carNum': 4}
{'area_index': '36-8', 'min_lat': 22.579966222729563, 'min_lng': 114.1325071100287, 'max_lat': 22.58894937557076, 'max_lng': 114.1422360384231, 'carNum': 13}
{'area_index': '37-4', 'min_lat': 22.54403361136477, 'min_lng': 114.14223097419617, 'max_lat': 22.55301676420597, 'max_lng': 114.15195736788391, 'carNum': 16}
{'area_index': '37-9', 'min_lat': 22.58894937557076, 'min_lng': 114.14223097419617, 'max_lat': 22.597932528411956, 'max_lng': 114.15196053710056, 'carNum': 5}
{'area_index': '10-24', 'min_lat': 22.72369666818872, 'min_lng': 113.87968664167462, 'max_lat': 22.73267982102992, 'max_lng': 113.88942576045399, 'carNum': 4}
{'area_index': '20-4', 'min_lat': 22.54403361136477, 'min_lng': 113.97692528334927, 'max_lat': 22.55301676420597, 'max_lng': 113.98665167703702, 'carNum': 4}
{'area_index': '17-5', 'min_lat': 22.55301676420597, 'min_lng': 113.94775369084687, 'max_lat': 22.561999917047167, 'max_lng': 113.95748071774862, 'carNum': 4}
{'area_index': '36-3', 'min_lat': 22.53505045852358, 'min_lng': 114.1325071100287, 'max_lat': 22.54403361136477, 'max_lng': 114.1422328708734, 'carNum': 4}
{'area_index': '18-3', 'min_lat': 22.53505045852358, 'min_lng': 113.95747755501434, 'max_lat': 22.54403361136477, 'max_lng': 113.96720331585905, 'carNum': 4}
{'area_index': '43-16', 'min_lat': 22.65183144545914, 'min_lng': 114.20057415920095, 'max_lat': 22.660814598300338, 'max_lng': 114.2103081724768, 'carNum': 3}
{'area_index': '35-9', 'min_lat': 22.58894937557076, 'min_lng': 114.12278324586124, 'max_lat': 22.597932528411956, 'max_lng': 114.13251280876565, 'carNum': 3}
{'area_index': '13-5', 'min_lat': 22.55301676420597, 'min_lng': 113.90885823417702, 'max_lat': 22.561999917047167, 'max_lng': 113.91858526107877, 'carNum': 3}
{'area_index': '36-6', 'min_lat': 22.561999917047167, 'min_lng': 114.1325071100287, 'max_lat': 22.570983069888364, 'max_lng': 114.14223477044048, 'carNum': 15}
{'area_index': '45-20', 'min_lat': 22.68776405682393, 'min_lng': 114.22002188753588, 'max_lat': 22.696747209665126, 'max_lng': 114.22975845097838, 'carNum': 3}
{'area_index': '47-23', 'min_lat': 22.714713515347523, 'min_lng': 114.2394696158708, 'max_lat': 22.72369666818872, 'max_lng': 114.24920809533616, 'carNum': 3}
{'area_index': '35-11', 'min_lat': 22.606915681253152, 'min_lng': 114.12278324586124, 'max_lat': 22.615898834094352, 'max_lng': 114.13251407867276, 'carNum': 4}
{'area_index': '34-11', 'min_lat': 22.606915681253152, 'min_lng': 114.11305938169377, 'max_lat': 22.615898834094352, 'max_lng': 114.12279021450527, 'carNum': 2}
{'area_index': '34-2', 'min_lat': 22.526067305682385, 'min_lng': 114.11305938169377, 'max_lat': 22.53505045852358, 'max_lng': 114.12278450999158, 'carNum': 8}
{'area_index': '35-7', 'min_lat': 22.570983069888364, 'min_lng': 114.12278324586124, 'max_lat': 22.579966222729563, 'max_lng': 114.1325115401164, 'carNum': 11}
