{'area_index': '29-56', 'min_lat': 22.803056559107038, 'min_lng': 113.78157014285149, 'max_lat': 22.812039711948238, 'max_lng': 113.79131492362063, 'carNum': 19}
{'area_index': '55-29', 'min_lat': 22.56051143239471, 'min_lng': 114.03401233989077, 'max_lat': 22.56949458523591, 'max_lng': 114.04373989531989, 'carNum': 5}
{'area_index': '55-44', 'min_lat': 22.69525872501267, 'min_lng': 114.03401233989077, 'max_lat': 22.704241877853867, 'max_lng': 114.04374943587206, 'carNum': 2}
{'area_index': '55-45', 'min_lat': 22.704241877853867, 'min_lng': 114.03401233989077, 'max_lat': 22.713225030695064, 'max_lng': 114.04375007449092, 'carNum': 8}
{'area_index': '56-23', 'min_lat': 22.506612515347527, 'min_lng': 114.0437216551615, 'max_lat': 22.515595668188723, 'max_lng': 114.05344541464267, 'carNum': 5}
{'area_index': '56-25', 'min_lat': 22.52457882102992, 'min_lng': 114.0437216551615, 'max_lat': 22.533561973871116, 'max_lng': 114.05344667867418, 'carNum': 27}
{'area_index': '56-26', 'min_lat': 22.533561973871116, 'min_lng': 114.0437216551615, 'max_lat': 22.542545126712316, 'max_lng': 114.05344731115296, 'carNum': 86}
{'area_index': '56-27', 'min_lat': 22.542545126712316, 'min_lng': 114.0437216551615, 'max_lat': 22.551528279553512, 'max_lng': 114.05344794396534, 'carNum': 64}
{'area_index': '56-29', 'min_lat': 22.56051143239471, 'min_lng': 114.0437216551615, 'max_lat': 22.56949458523591, 'max_lng': 114.05344921059063, 'carNum': 5}
{'area_index': '56-30', 'min_lat': 22.56949458523591, 'min_lng': 114.0437216551615, 'max_lat': 22.578477738077105, 'max_lng': 114.05344984436593, 'carNum': 3}
{'area_index': '56-31', 'min_lat': 22.578477738077105, 'min_lng': 114.0437216551615, 'max_lat': 22.5874608909183, 'max_lng': 114.05345047847456, 'carNum': 20}
{'area_index': '56-32', 'min_lat': 22.5874608909183, 'min_lng': 114.0437216551615, 'max_lat': 22.5964440437595, 'max_lng': 114.05345111287902, 'carNum': 19}
{'area_index': '56-33', 'min_lat': 22.5964440437595, 'min_lng': 114.0437216551615, 'max_lat': 22.605427196600697, 'max_lng': 114.05345174765414, 'carNum': 8}
{'area_index': '56-34', 'min_lat': 22.605427196600697, 'min_lng': 114.0437216551615, 'max_lat': 22.614410349441894, 'max_lng': 114.05345238272493, 'carNum': 1}
{'area_index': '57-23', 'min_lat': 22.506612515347527, 'min_lng': 114.05343097043225, 'max_lat': 22.515595668188723, 'max_lng': 114.0631547299134, 'carNum': 9}
{'area_index': '57-24', 'min_lat': 22.515595668188723, 'min_lng': 114.05343097043225, 'max_lat': 22.52457882102992, 'max_lng': 114.06315536176231, 'carNum': 39}
{'area_index': '57-25', 'min_lat': 22.52457882102992, 'min_lng': 114.05343097043225, 'max_lat': 22.533561973871116, 'max_lng': 114.06315599394492, 'carNum': 36}
{'area_index': '57-26', 'min_lat': 22.533561973871116, 'min_lng': 114.05343097043225, 'max_lat': 22.542545126712316, 'max_lng': 114.0631566264237, 'carNum': 40}
{'area_index': '57-27', 'min_lat': 22.542545126712316, 'min_lng': 114.05343097043225, 'max_lat': 22.551528279553512, 'max_lng': 114.06315725923609, 'carNum': 41}
{'area_index': '57-29', 'min_lat': 22.56051143239471, 'min_lng': 114.05343097043225, 'max_lat': 22.56949458523591, 'max_lng': 114.06315852586137, 'carNum': 6}
{'area_index': '57-30', 'min_lat': 22.56949458523591, 'min_lng': 114.05343097043225, 'max_lat': 22.578477738077105, 'max_lng': 114.06315915963667, 'carNum': 7}
{'area_index': '57-31', 'min_lat': 22.578477738077105, 'min_lng': 114.05343097043225, 'max_lat': 22.5874608909183, 'max_lng': 114.0631597937453, 'carNum': 6}
{'area_index': '57-34', 'min_lat': 22.605427196600697, 'min_lng': 114.05343097043225, 'max_lat': 22.614410349441894, 'max_lng': 114.0631616979957, 'carNum': 12}
{'area_index': '57-36', 'min_lat': 22.62339350228309, 'min_lng': 114.05343097043225, 'max_lat': 22.63237665512429, 'max_lng': 114.06316296909904, 'carNum': 19}
{'area_index': '58-24', 'min_lat': 22.515595668188723, 'min_lng': 114.06314028570299, 'max_lat': 22.52457882102992, 'max_lng': 114.07286467703304, 'carNum': 47}
{'area_index': '58-25', 'min_lat': 22.52457882102992, 'min_lng': 114.06314028570299, 'max_lat': 22.533561973871116, 'max_lng': 114.07286530921564, 'carNum': 82}
{'area_index': '58-26', 'min_lat': 22.533561973871116, 'min_lng': 114.06314028570299, 'max_lat': 22.542545126712316, 'max_lng': 114.07286594169445, 'carNum': 94}
{'area_index': '58-27', 'min_lat': 22.542545126712316, 'min_lng': 114.06314028570299, 'max_lat': 22.551528279553512, 'max_lng': 114.07286657450682, 'carNum': 41}
{'area_index': '58-28', 'min_lat': 22.551528279553512, 'min_lng': 114.06314028570299, 'max_lat': 22.56051143239471, 'max_lng': 114.07286720765273, 'carNum': 17}
{'area_index': '58-29', 'min_lat': 22.56051143239471, 'min_lng': 114.06314028570299, 'max_lat': 22.56949458523591, 'max_lng': 114.07286784113211, 'carNum': 3}
{'area_index': '58-34', 'min_lat': 22.605427196600697, 'min_lng': 114.06314028570299, 'max_lat': 22.614410349441894, 'max_lng': 114.07287101326642, 'carNum': 1}
{'area_index': '58-35', 'min_lat': 22.614410349441894, 'min_lng': 114.06314028570299, 'max_lat': 22.62339350228309, 'max_lng': 114.07287164863284, 'carNum': 6}
{'area_index': '58-36', 'min_lat': 22.62339350228309, 'min_lng': 114.06314028570299, 'max_lat': 22.63237665512429, 'max_lng': 114.07287228436977, 'carNum': 10}
{'area_index': '58-37', 'min_lat': 22.63237665512429, 'min_lng': 114.06314028570299, 'max_lat': 22.641359807965486, 'max_lng': 114.07287292040218, 'carNum': 5}
{'area_index': '59-25', 'min_lat': 22.52457882102992, 'min_lng': 114.07284960097373, 'max_lat': 22.533561973871116, 'max_lng': 114.0825746244864, 'carNum': 21}
{'area_index': '59-26', 'min_lat': 22.533561973871116, 'min_lng': 114.07284960097373, 'max_lat': 22.542545126712316, 'max_lng': 114.08257525696519, 'carNum': 81}
{'area_index': '59-27', 'min_lat': 22.542545126712316, 'min_lng': 114.07284960097373, 'max_lat': 22.551528279553512, 'max_lng': 114.08257588977757, 'carNum': 57}
{'area_index': '59-35', 'min_lat': 22.614410349441894, 'min_lng': 114.07284960097373, 'max_lat': 22.62339350228309, 'max_lng': 114.08258096390361, 'carNum': 4}
{'area_index': '59-36', 'min_lat': 22.62339350228309, 'min_lng': 114.07284960097373, 'max_lat': 22.63237665512429, 'max_lng': 114.0825815996405, 'carNum': 24}
{'area_index': '60-26', 'min_lat': 22.533561973871116, 'min_lng': 114.08255891624447, 'max_lat': 22.542545126712316, 'max_lng': 114.09228457223593, 'carNum': 135}
{'area_index': '60-27', 'min_lat': 22.542545126712316, 'min_lng': 114.08255891624447, 'max_lat': 22.551528279553512, 'max_lng': 114.0922852050483, 'carNum': 71}
{'area_index': '60-36', 'min_lat': 22.62339350228309, 'min_lng': 114.08255891624447, 'max_lat': 22.63237665512429, 'max_lng': 114.09229091491125, 'carNum': 4}
{'area_index': '61-26', 'min_lat': 22.533561973871116, 'min_lng': 114.0922682315152, 'max_lat': 22.542545126712316, 'max_lng': 114.10199388750667, 'carNum': 34}
{'area_index': '61-27', 'min_lat': 22.542545126712316, 'min_lng': 114.0922682315152, 'max_lat': 22.551528279553512, 'max_lng': 114.10199452031904, 'carNum': 56}
{'area_index': '61-34', 'min_lat': 22.605427196600697, 'min_lng': 114.0922682315152, 'max_lat': 22.614410349441894, 'max_lng': 114.10199895907864, 'carNum': 19}
{'area_index': '61-36', 'min_lat': 22.62339350228309, 'min_lng': 114.0922682315152, 'max_lat': 22.63237665512429, 'max_lng': 114.10200023018199, 'carNum': 18}
{'area_index': '61-37', 'min_lat': 22.63237665512429, 'min_lng': 114.0922682315152, 'max_lat': 22.641359807965486, 'max_lng': 114.1020008662144, 'carNum': 3}
{'area_index': '62-26', 'min_lat': 22.533561973871116, 'min_lng': 114.10197754678595, 'max_lat': 22.542545126712316, 'max_lng': 114.1117032027774, 'carNum': 75}
{'area_index': '62-27', 'min_lat': 22.542545126712316, 'min_lng': 114.10197754678595, 'max_lat': 22.551528279553512, 'max_lng': 114.11170383558981, 'carNum': 40}
{'area_index': '62-28', 'min_lat': 22.551528279553512, 'min_lng': 114.10197754678595, 'max_lat': 22.56051143239471, 'max_lng': 114.11170446873571, 'carNum': 26}
{'area_index': '62-29', 'min_lat': 22.56051143239471, 'min_lng': 114.10197754678595, 'max_lat': 22.56949458523591, 'max_lng': 114.11170510221507, 'carNum': 10}
{'area_index': '62-30', 'min_lat': 22.56949458523591, 'min_lng': 114.10197754678595, 'max_lat': 22.578477738077105, 'max_lng': 114.11170573599037, 'carNum': 104}
{'area_index': '62-33', 'min_lat': 22.5964440437595, 'min_lng': 114.10197754678595, 'max_lat': 22.605427196600697, 'max_lng': 114.11170763927859, 'carNum': 8}
{'area_index': '62-36', 'min_lat': 22.62339350228309, 'min_lng': 114.10197754678595, 'max_lat': 22.63237665512429, 'max_lng': 114.11170954545274, 'carNum': 13}
{'area_index': '63-25', 'min_lat': 22.52457882102992, 'min_lng': 114.1116868620567, 'max_lat': 22.533561973871116, 'max_lng': 114.12141188556934, 'carNum': 8}
{'area_index': '63-26', 'min_lat': 22.533561973871116, 'min_lng': 114.1116868620567, 'max_lat': 22.542545126712316, 'max_lng': 114.12141251804815, 'carNum': 27}
{'area_index': '63-27', 'min_lat': 22.542545126712316, 'min_lng': 114.1116868620567, 'max_lat': 22.551528279553512, 'max_lng': 114.12141315086052, 'carNum': 132}
{'area_index': '63-28', 'min_lat': 22.551528279553512, 'min_lng': 114.1116868620567, 'max_lat': 22.56051143239471, 'max_lng': 114.12141378400645, 'carNum': 55}
{'area_index': '63-29', 'min_lat': 22.56051143239471, 'min_lng': 114.1116868620567, 'max_lat': 22.56949458523591, 'max_lng': 114.12141441748582, 'carNum': 11}
{'area_index': '63-30', 'min_lat': 22.56949458523591, 'min_lng': 114.1116868620567, 'max_lat': 22.578477738077105, 'max_lng': 114.12141505126111, 'carNum': 34}
{'area_index': '63-31', 'min_lat': 22.578477738077105, 'min_lng': 114.1116868620567, 'max_lat': 22.5874608909183, 'max_lng': 114.12141568536975, 'carNum': 20}
{'area_index': '63-32', 'min_lat': 22.5874608909183, 'min_lng': 114.1116868620567, 'max_lat': 22.5964440437595, 'max_lng': 114.1214163197742, 'carNum': 27}
{'area_index': '63-33', 'min_lat': 22.5964440437595, 'min_lng': 114.1116868620567, 'max_lat': 22.605427196600697, 'max_lng': 114.12141695454933, 'carNum': 91}
{'area_index': '63-34', 'min_lat': 22.605427196600697, 'min_lng': 114.1116868620567, 'max_lat': 22.614410349441894, 'max_lng': 114.12141758962012, 'carNum': 2}
{'area_index': '64-26', 'min_lat': 22.533561973871116, 'min_lng': 114.12139617732744, 'max_lat': 22.542545126712316, 'max_lng': 114.13112183331889, 'carNum': 10}
{'area_index': '64-27', 'min_lat': 22.542545126712316, 'min_lng': 114.12139617732744, 'max_lat': 22.551528279553512, 'max_lng': 114.13112246613129, 'carNum': 176}
{'area_index': '64-28', 'min_lat': 22.551528279553512, 'min_lng': 114.12139617732744, 'max_lat': 22.56051143239471, 'max_lng': 114.13112309927719, 'carNum': 138}
{'area_index': '64-29', 'min_lat': 22.56051143239471, 'min_lng': 114.12139617732744, 'max_lat': 22.56949458523591, 'max_lng': 114.13112373275656, 'carNum': 29}
{'area_index': '64-30', 'min_lat': 22.56949458523591, 'min_lng': 114.12139617732744, 'max_lat': 22.578477738077105, 'max_lng': 114.13112436653185, 'carNum': 15}
{'area_index': '64-31', 'min_lat': 22.578477738077105, 'min_lng': 114.12139617732744, 'max_lat': 22.5874608909183, 'max_lng': 114.1311250006405, 'carNum': 13}
{'area_index': '64-32', 'min_lat': 22.5874608909183, 'min_lng': 114.12139617732744, 'max_lat': 22.5964440437595, 'max_lng': 114.13112563504494, 'carNum': 6}
